Title,Lyrics
CRUSH - 뭐가 보여 (Close Your Eyes),"CRUSH의 뭐가 보여 가사

Uh yeah, hmm
Oh yeah
Yeah, yeah, hmm, hey
[Verse 1: Crush]
구름 위에서 보니, hmm, hey
세상은 개미보다 더 작아 보여
존재 가치의 고민, yeah
머리만 커 버린 걸까, hey
아직 모르겠어
넌 어떤 선택을 해도
손에 쥔 걸 잃을 것만 같아, yeah
그저 태어났기에 사는 게 아냐
누구의 한마디보다
네 안에 널, 널, 널, 널 믿어 봐
[Chorus: Crush & Hoody]
Close your eyes, 뭐가 보여? (ah)
현실에 보이는 것만 다가 아냐, oh no
Close your eyes, 뭐가 보여?
Ooh na na na na na na
너나 나나, 너나 나나
너나 나나, 너나 나나
다 똑같애, 생각만 많아
너나 나나, 너나 나나
두 눈을 감고 마음을 떠
고민하지 마
후회한, 너의 삶을 소중하게 대해 줘, 영원히, yeah
[Verse 2: Hoody]
쉴 틈 없이 앞만 보던 날들
크기조차 가늠 못 할 세상 속
끊임없이 커져 가는 꿈을 못 놓아
바쁘게 쫓아가고 있던 거야
눈앞에 보이는 것들보다 소중한 건
내 안의 날 마주 볼 때 알 수 있어
너와 난 이 짧은 시간 속 제자리에서
밝게 반짝이고 있어, woo...
[Chorus: Crush & Hoody]
Close your eyes, 뭐가 보여? (ah)
현실에 보이는 것만 다가 아냐, oh no
Close your eyes, 뭐가 보여?
Ooh na na na na na na
너나 나나, 너나 나나
너나 나나, 너나 나나
다 똑같애, 생각만 많아
너나 나나, 너나 나나
두 눈을 감고 마음을 떠
고민하지 마
후회한, 너의 삶을 소중하게 대해 줘, 영원히, yeah
[Post-Chorus: Crush &
Hoody
]
Uh, when you stay focused on your mind
너는 너일 때 가장 빛이 나
때론 다 잃어버린 듯해도
네 자신을 잃진 마"
CRUSH - 미워 (Ego),"
[Intro]
Yeah
[Verse 1]
유난이라고 하지 마
밤길은 위험하니까?
딱 현관문 앞까지만
정말 얄미워
어쩜 이렇게 예뻐
나 떨어지기 싫어
아쉬워 너 미워
[Pre-Chorus]
투정 같은 내 말투
달래는 너의 입맞춤
켜진 우리 머리 위에 불
아른하게
[Chorus]
Girl, you killed my ego
어쩜 이렇게 예뻐
나 떨어지기 싫어
아쉬워 너 미워
너 미워
미워 미워 미워
너 미워
미워 미워 미워
[Verse 2]
혼자 흥얼거려 멜로디 음
둘이 같이 들었던 노래야 음
반가움에 절로 미소 방긋
똑 닮아가는 우리 둘
또렷한 색에 옷이 물들 듯
심장은 너로 번져 온통 하얀색 구름  (아니 그러니까?)
너희 강아지 산책만 같이 가면 안 돼? 응?
[Pre-Chorus]
투정 같은 내 말투
달래는 너의 입맞춤
켜진 우리 머리 위에 불
아른하게
[Chorus]
Girl, you killed my ego
어쩜 이렇게 예뻐
나 떨어지기 싫어
아쉬워 너 미워
너 미워
미워 미워 미워
너 미워
미워 미워 미워
[Bridge]
널 사랑한다는 이 말도
닳고 닳은 표현이라도
맞닿은 우리 둘의 마음도
밝게 비추네 이 밤
[Chorus]
Girl, you killed my ego
어쩜 이렇게 예뻐
나 떨어지기 싫어
아쉬워 너 미워
[Outro]
Ooh-ooh-ooh
Ooh-ooh-ooh
Ooh-ooh-ooh-ooh
Ooh-ooh-ooh
Ooh-ooh-ooh
Ooh-ooh-ooh-ooh"
CRUSH - Summer Love,"Hangul
파란색 파란색
파란색 바다 위에
햇살은 따뜻해
파란색 파란색
끝이 없는 수평선은
내 마음 같애
니 손에 올려주고 싶어 파란 하늘
잡힐 듯 잡히지 않으니까
평생 간직하고 싶은데 너와 나를
저 해질녘처럼 행복의 순간은 넘 짧아
비록 나의 파도가 거칠게 치더라도
가끔 널 힘들게 하더라도
옆에서 매일 불어줄 거야
따뜻한 바닷바람이 돼서 난
굳이 신발도 필요 없어
아무도 닿지 못해
너와 나만 아는 곳
모든걸 내려놓고 머물고 싶어
너와 단 둘이 걷고 싶어
새파랗게 물들이고 싶어
이 순간을 기억해
언제나 곁에 있을게
No matter what
I'll always be with you
Fallin' in love again
Summer love, summer love
Fallin' in love again
발 밑에 바다 깊은
세상을 알 수 없듯이
우리의 사랑도
어디로 향하는지 (알 수 없지만)
모든걸 내려놓고 머물고 싶어
너와 단 둘이 걷고 싶어
새파랗게 물들이고 싶어
No matter what
I'll always be with you
Fallin' in love again
Summer love, summer love
Romanization
Paransaek paransaek
Paransaek bada wie
Haessareun ttatteushae
Paransaek paransaek
Kkeuti eopsneun supyeongseoneun
Nae maeum gatae
Ni sone ollyeojugo sipeo paran haneul
Jabhil deut jabhiji anheunikka
Pyeongsaeng ganjighago sipeunde neowa nareul
Jeo haejilnyeokcheoreom haengbogui sunganeun neom jjalba
Birok naui padoga geochilge chideorado
Gakkeum neol himdeulge hadeorado
Yeopeseo maeil bureojul geoya
Ttatteushan badasbarami dwaeseo nan
Gudi sinbaldo piryo eopseo
Amudo dahji mothae
Neowa naman aneun geot
Modeungeol naelyeonohgo meomulgo sipeo
Neowa dan duri geodgo sipeo
Saeparahge muldeurigo sipeo
I sunganeul gieokhae
Eonjena gyeote isseulge
No matter what
I'll always be with you
Fallin' in love again
Summer love, summer love
Fallin' in love again
Bal mite bada gipeun
Sesangeul al su eopsdeusi
Uriui sarangdo
Eodiro hyanghaneunji (al su eopsjiman)
Modeungeol naeryeonohgo meomulgo sipeo
Neowa dan duri geodgo sipeo
Saeparahge muldeurigo sipeo
No matter what
I'll always be with you
Fallin' in love again
Summer love, summer love"
CRUSH - Chill,"CRUSH의 Chill 가사
I know, I know where we go
파란 하늘 예쁜 곳 um that's what I came here for
Such a beautiful sky 쏟아지는 햇살
I got a little too lit at the club I was a fucked up last night
난 그냥 머물래 내 방 안에 아무도 모르게 나 몰래
전화기 꺼놀래 꺼놀래 소파 위에 yeah
나른하게 잠들 것 같은 지금 이 순간도 feel so good
구름 한 점 없는 이 맑은 하늘을 다 만끽해 yeah, yeah, yeah, yeah
Let us chill that palm tree
Let's all chill
Such a beautiful night 별들이 헤매는 밤
Lala land lala land 나 Stevie Wonder 형도 만날래
밤이 되니까 don't wanna waste my time, don't wanna waste my time
Sik-K where you at right now, don't wanna waste our time
Better waste my time I'm in LA
파란 하늘의 bay area
Feel so groovy, everywhere
그래 어젯밤 스튜디오의 음악 소리 was damn loud
그러니깐 오늘 일어나면 햇살 아래에서 1-20분 전쯤에 산
Gelato처럼 나는 녹아내릴 테니깐
내 말은 나는 조금 쉬고 싶을 뿐이야
혼자 있고 싶어 그냥 돈도 써버릴래 prrrrrrr 폰이 계속 울려 brrrrrrr
오늘 하고 싶은 것만 하고 하기 싫은 일은 내 안중에조차도 없다고
전화기는 끌게 그게 내 plan, hands on the wheel phone is dead
나른하게 잠들 것 같은 지금 이 순간도 feel so good
구름 한 점 없는 이 맑은 하늘을 다 만끽해 yeah, yeah, yeah, yeah
Let us chill that palm tree
Let's all chill
And I'm with you right here 고개를 높이 들은 다음에 palm tree
그 끝에 걸려 있는 하얀 구름이 우릴 부르지 let us 두둥실
And I'm with you right here 고개를 높이 들은 다음에 palm tree
그 끝에 걸려 있는 하얀 구름이 우릴 부르지 let us 두둥실"
CRUSH - Wonderlust,"
(Da Da Da Da Mmm)
(빠리루) Do you love your body when you party (빠부우)
(빠리루) Do you love your body when you party (빠부우)
(빠리루) Do you love your body when you party
[Piano]
(Mmm)
(빠리루) Do you love your body when you party (빠부우)
(빠리루) Do you love your body when you party (빠부우)
(빠리루) Do you love your body when you party
[Piano]
[Beatboxing]
(하루루 하루루 하루루 라라루)
(하루루 하루루 하루루 라라루루루)
(하루루 하루루루 하루루 라라루)
(하루루 하루루 하루루 라라루)"
CRUSH - 아름다운 그대 (Lovely),"Korean Original

뻔한 노래 이제 끌래?
내가 느끼게 해 줄 새로운 설렘
눈을 감고 파도가 넘치는 바다로 가는, uh, 거야
넌 붉은 비키니를 입고 날 불러 (아아, 아아, 아-아)
난 내 두 눈을 어디에 놓을지 정확히 알고 있어 (빠빠)
그건 바로 (빠) 너의 (너의, 너의) 으아으으
[Pre-Hook: Crush]
네 입술과 (빠빠) 매끈한 엉덩이를 봐
아무것도 중요하지 않아, 지금 이 순간
[Hook: Crush]
아름다운 그대 (그대)
하나뿐인 그대 (그대, 그대, 밤은)
나 오늘 밤은 그대 품에 안기고 싶어
Ma lady, lady, lady
[Verse 2: Choiza]
Ha, 네 입술은 빨개
깨물고 싶어져
달콤한 딸기 같애
이 순간 되고 싶어
네가 들고 있는 파란 레모네이드의 빨대
Ha, 해변에 누워서 잘 때
태닝 오일을 등에다 발라 달래
긴 생머리, 잘록한 허리를 부드럽게 스치는 내 손의 핑거 발레
눈동자는 수영장, 크고 깊고 투명해
난 지금 그 속에 푹 빠져서 계속 허우적대
네 미소는 내 기분 띄우는 부력
내 각막에 보물 지도를 그려
네 맘이 나침판, 어디로 갈까?
난 컴퍼스, 네 물음에는 원만 그려
[Pre-Hook: Crush]
네 입술과 (빠빠) 매끈한 엉덩이를 봐
아무것도 중요하지 않아, 지금 이 순간
[Hook: Crush]
아름다운 그대 (그대)
하나뿐인 그대 (그대, 그대, 밤은)
나 오늘 밤은 그대 품에 안기고 싶어
Ma lady, lady, lady
[Bridge: Crush]
더운 여름도, woo yeah
추운 겨울도, woo yeah
우리 사이를 멈출 수가 없는걸
You're the only one
[Hook: Crush]
아름다운 그대 (그대)
하나뿐인 그대 (그대, 그대, 밤은) (oh, 그대, uh)
나 오늘 밤은 그대 품에 안기고 싶어 (그대, 그대, yeah yeah yeah)
Ma lady, lady, lady (uh)
[Outro: Crush]
My lady, my lady, I want you, you, you (아무 말도 다 필요 없어)
My lady, my lady, you're the only one, yeah (나 오늘을 기념할 키스나 할래)
English Translation
Turn off the cliché music now
I’ll make you feel a new kind of excitement
Close your eyes and we’ll go to the ocean with crashing waves
You wear a red bikini and call out to me
I know exactly where to put my eyes
And that’s on your woo yeah
I look at your lips and your sexy butt
Nothing is more important than this moment
Beautiful you
Only you
I want to be in your arms tonight
Ma lady lady lady
Your lips are red
I want to bite them, like sweet strawberries
I want to be that blue straw in your lemonade right now
When you’re laying on the beach
You ask me to rub tanning oil on your back
My fingers do a ballet as they softly touch your long straight hair and thin waist
Your eyes are as big and deep and clear as the swimming pool
I’ve fallen deeply into them, splashing around
Your smile is the lifting power that raises my mood
Draw a treasure map on my eyes
Where will your heart’s compass point to?
I’m a compass, only drawing a circle to your questions
I look at your lips and your sexy butt
Nothing is more important than this moment
Beautiful you
Only you
I want to be in your arms tonight
Ma lady lady lady
In the hot summer woo yeah
In the cold winter woo yeah
Nothing can stop us
You’re the only one
Beautiful you
Only you
I want to be in your arms tonight
Ma lady lady lady
My lady my lady I want you you you
My lady my lady
You’re the only one yeah"
CRUSH - 둘만의 세상으로 가 (Let Us Go),"바람 같은 그대가 나를 스쳐가네요
잠시 쉬어 날 바라봐요
이 모든 날들이 영원할 순 없기에
저물어가는 저 달에 기도했죠
모든 시간이 멈추길
둘만의 세상으로 가
못다 한 말을 전하길
그댄 날 떠나겠지만
나의 사랑은 닿기를
모두 잠든 이 밤에 그댄 내게 다가와
세상 가장 이쁜 목소리로 날 사랑한다고 말해요
내 맘 깊은 곳에 자꾸 그대가 보여요
그대 작은 몸짓조차 날 웃게 하네요
마치 다른 사람처럼
둘만의 세상으로 가
못다 한 말을 전하길
그댄 날 떠나겠지만
모두 잠든 이 밤에 내게로 와
사랑을 말해 줘요
기다리기만 하다 늘 그댈 울게 하는 날
받아줘요
같은 하늘 아래 다른 세상 속
같은 별을 우린 함께 바라봐요
서로의 밤하늘 아래
둘만의 세상으로 가
못다 한 말을 전하길"
CRUSH - Step By Step,"
Baby, step by step
다가가 천천히
Baby, step by step
네게로 서서히
Baby, step by step
너에게 가까이
(Don't you know I'm here for you)
Baby, step by step
I'll make you my darling
[Verse 1: Crush,
Yoonmirae
]
처음부터 보였어
사람들 속에서
시선이 머물렀어
너에게
I found my love
애타는 맘 감출 수 없어 Girl you know
I want you to be with you
너와 둘이 단둘이 all night, baby
[Pre-Chorus: Yoonmirae]
의심은 지워
이제 시작해
내가 맞춰줄게
[Chorus: Crush, Yoonmirae]
Baby, step by step
다가가 천천히
(이미 우린 시작한 거야)
Baby, step by step
네게로 서서히
(무슨 말이 더 필요해)
Baby step by step
너에게 가까이
(Don't you know I'm here for you)
Baby, step by step
I'll make you my darling
[Verse 2: Crush]
콧노래 불러주고 싶어
Like 룰루랄라
그래서 넌 나의 what 눈누난나
Focused on me 모두가 널 바라볼 때마다
Yeah, oh my God
옆으로 가 있을게 Girl, don't you worry 'bout it
Step out your way (널 향해 가 있는 나)
Step out your way (아무 신경 쓰지 마)
좀 더 거리를 좁힐게
너와 내 사이에 문을 열어놓을게
[Pre-Chorus: Yoonmirae]
의심은 지워
이제 시작해
내가 맞춰줄게
[Chorus: Crush, Yoonmirae]
Baby, step by step
다가가 천천히
Don't you want
Don't you want to be with me
Baby, step by step
내게로 서서히
You're the only one I need and see
Baby, step by step
너에게 가까이
Don't you know I'm here for you
Baby, step by step
I'll make you my darling
[Bridge: Crush]
You're the one that I wanna love
눈이 닿았던 순간부터
You're the one that I wanna love
난 너무도 널 원하는 걸
Baby, show me who you wanna love
보여줘 너의 마음을
Don't be shy
Don't be shy
So tonight is our start, let's do it, babe
[Chorus: Crush, Yoonmirae]
Baby, step by step
다가가 천천히
(이젠 네가 내게로 와줘)
Baby step by step
네게로 서서히
(Boy, you know I want it)
Baby, step by step
너에게 가까이
Step by step I wanna love
(Don't want it too, don't you want it too)
Baby, step by step
I'll make you my darling"
CRUSH - Endorphin,"CRUSH의 Endorphin 가사
We get high, we get high, we get high
It's so natural natural, it's so natural
We get high, we get high, we get high
It's so natural natural
난 stress들에 대항해 이 거친 파도 위에 대항해
과다 분비 adrenaline 못 느껴 고통 따윈
이건 널 위한 finale 이 곡이 다 끝난 다음에
하늘 위로 날래 수평선 위 skydiving
마침내 정신이 몸을 지배했고 맘이 이끄는 대로 난 움직였네
그래 난 내 본능에 중독됐어 이건 하나님이 주신 축복의 열매
Baby I'ma went too far 내 사람들이 잘 되는 걸 보면 자연스레 상어 입
영신아 너도 곧 뜨게 될 거야 don't you worry 'bout thing
Just lay back and relax then watch the sun come up
우린 절대 약하지 않지 never fail no more
위로 저 위로 with amigo 내 신념 내 미덕 힘이 더 커지고 날 믿어 널 믿어
Stay tuned millic dean penomeco and zico
We get high, we get high, we get high
It's so natural natural, it's so natural
We get high, we get high, we get high
It's so natural natural
We get down, down, down, down, bass sounds like둥둥둥
우린 좋은 것만 나눠 쓰지 bad things don don don
On this picture I'm in with ya life is short we mortal creatures
넌 느낄 수 없어 do you mind
무리해서 너를 해치지 마 우리한테서 비커 실린더 그 등등등
찾아봐도 너만 피곤하지 우린 스튜디오 스피커 볼륨 boom뿐
Crushin' your mind (that's whut you like)
Crush in your mind (that's whut I like)
너가 느낄 수 있게 do you mind
We get down, down, down 기분's like rum pum pum pum pum pum
Chemicalized du du bam
We ain't weak and your weak too much
So we goin' down, do you mind we goin' high do you mind
네가 느꼈으면 해 do you mind
Welcome to my mind 여기에 매일 나는 머무르고 있어 붕 뜬 채
하늘 위로 올라 하늘 위로 올라 그리 많은 걱정을 안고서 아래 있을 이유는 없기에
Ok 내 속 안엔 다른 걸론 깨울 수 없는 게 존재하는 듯해 네가 나를 느낄 수가 없다면
네 품에 있는 것은 버리고 날 따라와
우리가 마실 공기는 아래 있지 않아 절대 음악은 매개체 우릴 이끌어 줄 수레야
모든 것이 나의 주위에서 나를 끌어내리려고 할 때면 이어폰을 꺼내 dive in
야 넌 뭘 바래 우린 바라는대로 현실이 되게 해 여기 맘을 투영시켜 내 목소리면 충분해
더 느낄 수 있게끔 올라 갈래 하늘 위로 say goodbye 언젠가 너도 닿기를
We get high, we get high, we get high
It's so natural natural, it's so natural
We get high, we get high, we get high
It's so natural natural"
CRUSH - A Man Like Me,"
You can have all you want from your fantasies
In a man like me, a man like me
One who'll give you his all, it's alright to fall for
A man like me, a man like me, yeah
[Verse 1]
Been searching for Prince Charming
To ride up and sweep you off your feet
Until then, your heart will be guarded
To never feel a love complete, yeah, uh
[Pre-Chorus]
But consider me
I can be all you need (All you need)
I know you've probably been loved before
But you'll never find a love like me
[Chorus]
You can have all you want from your fantasies
In a man like me, a man likе me
One who'll give you his all, it's alright to fall for
A man likе me, a man like me, yeah
[Verse 2]
I know it doesn't seem fair
Because all you need is someone who cares, yeah
If you let me wrap you up in my arms
'Cause what I got for you nobody compares, ooh-ooh
[Pre-Chorus]
But consider me
I can be all you need (All you need)
I know you've probably been loved before
But you'll never find a love like me
[Chorus]
You can have all you want from your fantasies (Ooh)
In a man like me, a man like me (A man like me)
One who'll give you his all, it's alright to fall for (Give you his all)
A man like me, a man like me, yeah
You can have all you want from your fantasies
In a man like me, a man like me
One who'll give you his all, it's alright to fall for
A man like me, a man like me, uh
[Outro]
Ooh-ooh, uh
My babe. yeah, yeah
Oh, no-no, my babe
Ain't nobody like me, yeah
Ooh-ooh, ooh-ooh, uh
Yeah, ooh-ooh, ooh-ooh
Yeah, yeah"
